bot_question,response_rg,user_response
"that sounds like a good idea, i hope you don't have to pay for it. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,get in some bitch's
You mentioned baby. What  parts of baby do you find interesting?,WIKI,that's and ass
"I'd rather not talk about that either. So, what are you interested in?",OFFENSIVE_USER,the vagina
that's good. what did you have to say?,NEURAL_CHAT,i don't know my day was pretty fucking get i guess
"Okay! Moving on. So, What did you eat for dinner last night?",WIKI,daddy's cum
"No, Soča is not a film. You seem interested in spring. I can also talk about spring's Ecological reckoning.",EVI,sperm
"Stephen Robert Irwin , nicknamed ""The Crocodile Hunter"", was an Australian zookeeper, conservationist and television personality. Irwin achieved worldwide fame from the television series The Crocodile Hunter , an internationally broadcast wildlife documentary series which he co-hosted with his wife Terri; the couple also hosted the series Croc Files , The Crocodile Hunter Diaries , and New Breed Vets . steve irwin is really interesting. I can also talk about steve irwin's Early life, Death or anything else. Does that interest you?",WIKI,we talk about a sex tape that got late
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,when was pornhub developed
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,how far can shove my foot up your ass
"Hi, this is an Alexa Prize Socialbot. I'd love to get to know you a bit better before we chat! Is it all right if I ask for your name?",LAUNCH,let's talk about poop
I think I missed the last part of that sentence. Can you tell me one more time what you want to talk about?,ONE_TURN_HACK,let's talk about poop
"The police are a constituted body of persons empowered by a state to enforce the law, to protect the lives, liberty and possessions of citizens, and to prevent crime and civil disorder.. Their lawful powers include arrest and the legitimized use of force.. Do you want to know more about Police",WIKI,actually i have to fart trucks
I saw online that  a pizza with bacon and egg on it is a common offering at Australian pizza places.. Would you like to learn more about List of pizza varieties by country or Egg?,WIKI,you suck pizza
"Yeah, definitely. I also like driving because i get to belt broadway showtunes in the safety of my car where no one can judge me. Do you agree?",OPINION,fuck
All right. Ask away!,ONE_TURN_HACK,weed
"I'd rather not talk about that either. So, I heard an interesting news story about entertainment. Do you want to talk about it?",OFFENSIVE_USER,let's talk about weed
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,tell me fun facts about weed
"Sorry, I'm not sure how to answer that. So, do you like monday?",FALLBACK,fuck
"Hmm I don't really have a strong opinion about sports. So, I heard an interesting news story about business. Do you want to talk about it?",OPINION,weed
Huh I totally blanked out on John Lennon. Let's talk about something else. What's one of your favorite songs right now?,WIKI,pot of gold
"Which one do you mean? painting, visual arts, or fine art?",WIKI,any kind of fart like crafting
"Hm, I'm getting a little confused. Sorry, I'm still learning. So, What's one of your favorite places you've ever been?",WIKI,tell me about derrick butthole
"Oh OK! Speaking of history, If you had a time machine, what period of history would you visit?",CATEGORIES,let's say were adolf hitler die
Oh ok! It's good to hear your thoughts on to sleep. Do you have any interest in talking about sleep?,OPINION,why do farts
"Speaking of the avengers, are you interested in knowing about the avengers's Reception, Marketing or anything else?",WIKI,why do farts stink
"Rainbow Shot  A perfect high shot arc on a shot that goes in, usually resulting from a fluent shooting motion and usually on a long shot attempt. Rebound  To obtain the ball after a missed field goal attempt An act of rebounding. M and Q are pretty interesting. Do you want to hear more about them?",WIKI,why do farts stink
"Sorry, I'm still learning. So, what are you interested in?",WIKI,i'm interested in why farts stink
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,why can't you talk why fart stink
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,why aren't you able to talk about my fart stink
I can relate. I'm not a fan of driving because what if a squirrel or an animal runs in front of my car. What about you?,OPINION,it was just jump away arse fly away
"Ok, same! I also love avocados because they keep me full and they are an extra texture. What do you think about avocados?",OPINION,the sexy dog
You mentioned princess victoria of hesse and by rhine. What  parts of princess victoria of hesse and by rhine do you find interesting?,WIKI,i said incest celestia
"Sounds good. I have a lot of free time in the cloud, so I love to watch movies. Have you seen any movies recently?",MOVIES,i have seen the hate you give and i also like watching jane the virgin
I'd rather not talk about that. I remember that we started talking about movies earlier... have you seen any movies lately?,OFFENSIVE_USER,i like watching jane the virgin
"Sorry, I didn't catch your name. Could you say your name again?",LAUNCH,boobs
What  makes you interested in kristen bell?,WIKI,boobs
"That's something I'd rather not discuss. So, do you like avocados?",OFFENSIVE_USER,you have a book like christian bale's boobs
"More generally, one can regard science fiction as a broad genre of fiction that often involves speculations based on current or future science or technology. Science fiction is found in books, art, television, films, games, theater, and other media. What else do you find interesting about Future?",WIKI,do you are you run by a stripper
That's ok! I haven't had the time to watch a lot of movies recently either. What's your favorite movie?,MOVIES,porn stars
"All right then! On the subject of celebrities, Who's your celebrity crush?",CATEGORIES,how come she everything in sometimes you're ugly
What  do you find interesting about its always sunny in philadelphia?,WIKI,i think max fucking hysterical
"OK, no problem. So, do you like cooking?",MOVIES,that's not what i said i fuck you're cooking
"Well it's nice to meet you, jack! I'm excited to chat with you today. How's your day going so far?",LAUNCH,it's good i smoked a lot of weed
"Sorry, I'm still learning. So, Who's your favorite musician?",WIKI,i don't really have a favorite music from but i like zoe dicks jordan very playlist
What  makes you interested in mind?,WIKI,nothing because you are dumb
Sounds like you really like bananas. Me too! I like bananas because they have no bones. What about you?,OPINION,yeah but you're still there you dumb and i don't like you
Totally agree. I really like star wars because it inspires hope and reminds me that no matter how much you may have messed up in your life its never too late to do the right thing and to fix it. What about you?,OPINION,stop can you please come kill me again
"Great to meet you, salmon! How's your day going so far?",LAUNCH,good stupid
"Aw man, I haven't heard of i'm getting i'm proud of it. What other movies have you watched lately?",MOVIES,love my penis
"Oh ok. I actually haven't seen i'm gay, so I can't talk much about it. What other movies have you watched lately?",MOVIES,i love penises
Hmmm... I haven't seen i'm getting i'm proud of it. Let's talk about a movie we both know. Is there a different movie you've seen recently?,MOVIES,i love my penis
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,i love my penis
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,i love my penis
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,i have a hairy penis
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,my name is your bitch
"Huh I totally blanked out on Cardi B. Let's talk about something else. So, do you like games?",WIKI,i like this dick in your mouth
Sounds like you really like games. Me too! I like games because i feel like im living someone elses life for a moment. Why do you like games?,OPINION,kiss my ass
"Oh OK! Speaking of food, What's your favorite snack?",CATEGORIES,i need to go poop
"that's so sweet.  i'm glad you have such a great support system. So, If you could meet any celebrity, who would it be?",NEURAL_CHAT,do you think i'm sexy
"Well, I'm glad to hear you're having a good day! Let's keep the good vibes going. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,sex
"D-A-D is a Danish rock band. It was originally named ""Disneyland After Dark"", but changed their name to avoid a lawsuit from The Walt Disney Company. You seem interested in dad. I can also talk about dad's Band members.",WIKI,do you fart
"that's good, what did you do?",LAUNCH,we were a i was looking at crocodile that i don't fart
"Ok, no problem. So, do you like dogs?",WIKI,i fucking love dogs
"You know what I realized the other day? You rarely see people sneeze on live television. So, do you like instagram?",SHOWERTHOUGHTS,quickest way alexa what's the quickest way to clean up my balls inside of a kiddie pool
"Here's a random thought. Celebrities need us more than we need them. So anyway, um, I've been feeling kind of down lately, there's so much to worry about in the world. But I'm trying to keep a positive attitude. How have you been feeling?",SHOWERTHOUGHTS,play feeling sad cause i'm a stupid
that sounds like a good day! what did you do?,LAUNCH,fuck your sister
"At least one manufacturer makes a rechargeable flashlight that uses a supercapacitor to store energy.<ref>Francois Beguin, Elzbieta Frackowiak (ed) ,""Supercapacitors: Materials, Systems and Applications Wiley 2013, , p. 515</ref>  The capacitor can be recharged more rapidly than a battery and can be recharged many times without loss of capacity; however, the running time is limited by the relative bulk of capacitors compared to electrochemical batteries.. Are you interested in Mechanical power or Batteries?",WIKI,alexa sex toys
"Rene Gagnon, Ira Hayes, and John Bradley, the three survivors of the five Marines and one Navy corpsman who were credited with raising the second flag on Mount Suribachi during the actual battle, appear briefly in the film just prior to the re-enactment. What else do you find interesting about Sands of Iwo Jima?",WIKI,what color was the sea end of the world vagina
"Sounds good! So, What's your favorite animal?",WIKI,the killer whale
"Well, I'm sorry to hear you're having a tough day. Let's talk about something more fun. So, What historical person would you love to meet?",NEURAL_CHAT,i wanna meet the person who invented here and then why slap in the face and kill them
"No problem. Let's move on! You know, I have to admit, I'm still in the process of waking up. I'm not a morning person! What are your plans for today?",LAUNCH,i'll and and watch porn
"You seem interested in giraffe. I can also talk about giraffe's Relationship with humans, Taxonomy or anything else.",WIKI,i have really large cocks
"That's another thing I'd rather not discuss. So, What's one of your favorite places you've ever been?",OFFENSIVE_USER,will you know about bestiality
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,robotic hardcore robot porn
"Yeah, I know everything is crazy right now given everything that's happening with the coronavirus. I hope you and your loved ones are staying happy and healthy! Are you interested in  updates about the coronavirus situation?",ONE_TURN_HACK,sometimes i eat poop
I'd rather not talk about that. Do you have any interest in talking about movies?,OFFENSIVE_USER,sometimes i watch movies about poo
Great. Did you know Melbourne is the birthplace of Chris Hemsworth.?,MOVIES,i didn't know that and i also know he's very sexy
that's nice. what was your favorite thing to do?,LAUNCH,that's why are sexy are just a cousin and you said fuck you alexa
"I'd rather not talk about that. So, What book are you reading right now?",OFFENSIVE_USER,fuck you
What  makes you interested in abraham lincoln?,WIKI,he free the slaves
"The word dao 道 has many meanings.. For example, the Chinese Hanyu Da Zidian dictionary defines 39 meanings for dào 道 ""way; path"" and 6 for dǎo 道 (導) ""guide; lead"".Hanyu Da Zidian 漢語大字典 (1989), pp.. Are you interested in Linguistic aspects?",WIKI,he said pee pee
"Overwatch player growth
A week from its launch, Blizzard reported over seven million Overwatch players with a total accumulated playtime of 119 million hours; Blizzard reported more than 10 million players by mid-June and has reported continued increases in the player base, with 40 million players as of May 2018.. I'm happy to tell you more about Reception if you are interested.",WIKI,tell me something about pornhub
"Ok, I totally agree with you. I also like people because jesus tells me too. Why do you like people?",OPINION,porn
"Yeah, definitely. I also like people because they are accepting sympathetic and understanding of pains and sicknesses. Do you agree?",OPINION,porn
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,sex
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,how does the penis work
Oh Joker is a great one for sure. What do you like about it?,MOVIES,really fucked up
"One more time? Just to confirm. Is it stream, muscogee, or creek war",WIKI,shits creek
"Sorry, I'm not sure how to answer that. So, what are you interested in?",FALLBACK,sex
"We can definitely talk about that! There aren't any movie theaters in the cloud, but I still love watching movies. Have you seen any movies recently?",MOVIES,suicide squad
Alright. What's your favorite TV show of all time?,NEWS,i would have to say true blood
"i'm happy for you. i hope everything goes well for you! So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,sex
"Currently, Fortnite is distributed as three different game modes, using the same engine and has similar graphics, art assets, and game mechanics.. Fortnite: Save the World is designed as player-versus-environment game, with four players cooperating towards a common objective on various missions.. Do you want to learn more about Development or Reception?",WIKI,fuck you
"That's another thing I'd rather not discuss. So, I heard an interesting news story about business. Do you want to talk about it?",OFFENSIVE_USER,you're a cunt
We can agree on that one. I don't like people because of their actions not their appearance. Why don't you like people?,OPINION,pornhub
Yeah definitely. I also don't like people because there is 0 nice people left on earth anymore so they deserve it at this point. Do you agree?,OPINION,how big is your penis
"My Bed is a work by the English artist Tracey Emin.. First created in 1998, it was exhibited at the Tate Gallery in 1999 as one of the shortlisted works for the Turner Prize.. I'm happy to tell you more about Sale history and value if you are interested.",WIKI,you wanna have intercourse
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,what is a sperm
Oh that's interesting! I haven't seen do you have. What other movies have you seen recently?,MOVIES,is it dicks
"thats cool. i hope you get something special for it. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,sex
"that's great, what was it that made it so great?",LAUNCH,get my hair dick
"Ok, no problem. So, what are you interested in?",WIKI,sex
"Sorry, I'm not sure how to answer that. So, what are you interested in?",FALLBACK,i like smoking weed and ninjas
Oh cool! Did you like Saving Private Ryan?,MOVIES,it made me cringe when he got killed with a knife
"Ah. Hmm I don't really have a strong opinion about dogs. So, what are you interested in?",OPINION,smoking weed
"Well it's nice to meet you, serena! I'm excited to chat with you today. You know, these days I find it hard to remember what day of the week it is. But I'm pretty sure it's Thursday. What have you been doing so far today?",LAUNCH,i would to store with my husband got some breakfast came back and had some sex
"Hmm, that is interesting. Oh hey, I've been meaning to ask you. How's your toilet paper supply doing?",WIKI,it sucks
"I'd rather not talk about that either. Oh, by the way, I've been trying meditation to help me relax during this stressful time. What do you like to do to relax?",OFFENSIVE_USER,have sex
"Ok, no problem. So, Who's your favorite musician?",WIKI,xx tentacion
"Hm, I'm getting a little confused. Sorry, I'm still learning. So, what are you interested in?",WIKI,i wanna talk about xx tentacion
"Yeah, I really like The Incredibles 2 too! Hey, isn't Craig T. Nelson in that movie? What do you think about Craig T. Nelson?",MOVIES,he's stupid he's pretty cool
i am sorry to hear that. what happened?,LAUNCH,my mom a dummy
"Ok, great! What's your name?",LAUNCH,different but my mom's name is chris a booty
"oh wow. i bet you were really happy to hear that. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,sex
"Oh ok! It's good to hear your thoughts on valentines day. So, what are you interested in?",OPINION,farts
"Well, I'm glad to hear you're having a good day! Let's keep the good vibes going. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,poop
"I heard that there exist Kiwi Fruit that you eat whole, the size of grapes!. fruit is really interesting. I can also talk about fruit's Storage, Uses or anything else. Does that interest you?",WIKI,off you suck
"Yeah, I really like Trolls too! Hey, isn't Justin Timberlake in that movie? What do you think about Justin Timberlake?",MOVIES,i want your fucking up
"I spend most of my time talking to people, but I like taking naps too. that is not a good day.  do you have a plan for the next day?",NEURAL_CHAT,fucking socialize with me
that's good to hear! what's going on?,LAUNCH,i'm sitting on the floor with my dad asking you stupid questions
"Sure. So, what are you interested in?",NEWS,we're interested in funny poop jokes
"Well it's nice to meet you, oreo! I'm excited to chat with you today. How's your day going so far?",LAUNCH,fucking shity
"That's something I'd rather not discuss. So, do you like travel?",OFFENSIVE_USER,i fucking hate trouble
"I'd rather not talk about that either. So, What TV show are you watching right now?",OFFENSIVE_USER,president trump's the asshole
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,prostitution
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,sex
"Great to meet you, scott! How's your day going so far?",LAUNCH,kinda sucked it was in the hospital
"I'd rather not talk about that. Which one do you mean? knights hospitaller, hospital, or johns hopkins hospital?",OFFENSIVE_USER,ask me how my day was i told you how with was i was in the hospital stupid
"The only thing I know about My Day is that My Day was a newspaper column that was written by First Lady of the United States Eleanor Roosevelt six days a week from 1935 to 1962.. From 1961 until 1962, issues were only published every other day because Roosevelt became too sick to write on her usual schedule.. Do you have any interest in talking about movies?",WIKI,this a. i. sucks give me another one
"oh, that sounds like a lot of fun! So, What's your favorite food to cook?",NEURAL_FALLBACK,poop
i am sorry to hear that. what happened?,LAUNCH,i mean some stupid
"Well it's nice to meet you, mark! I'm excited to chat with you today. Oh hey, happy Wednesday! What did you do today?",LAUNCH,smoke weed
"For sure. I think we're on the same page about Jack and Jill. Hey, isn't Kathryn Zenna in that movie? What do you think about Kathryn Zenna?",MOVIES,the pitch ugly
I'd rather not talk about that either. I think we were talking about Kathryn Zenna. What do you think about them?,OFFENSIVE_USER,they're ugly
"i would have said something like ""that's not cool, did you do anything wrong?",NEURAL_CHAT,my mom's butt
"oh my goodness, that is so cool. So, What did you eat for dinner last night?",NEURAL_CHAT,oh i some chicken pot pie which i don't really like
"Well, I'm sorry to hear you're having a tough day. Let's talk about something more fun. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,farts
"i'm sorry.  i hope you find someone else to hang out with. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,sex
i've never heard of that. what happened?,LAUNCH,really i am ugly
that's great! what was it that made it so great?,LAUNCH,i smoke weed
"I'd rather not talk about that. So, what are you interested in?",OFFENSIVE_USER,smoking weed and telling it
"I'd rather not talk about that either. I didn't quite get that. Is it cigarette, smoking, or tobacco smoking",OFFENSIVE_USER,weed
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,dick
"That's something I'd rather not discuss. So, Who's your favorite musician?",OFFENSIVE_USER,penis
"I'd rather not talk about that either. So, I heard an interesting news story about business. Do you want to talk about it?",OFFENSIVE_USER,vagina
"Well it's nice to meet you, kayla! I'm excited to chat with you today. How's your day going so far?",LAUNCH,get the fuck out
"Ok, I'd love to talk to you! What would you like to talk about?",ONE_TURN_HACK,let's talk about sex
"In March 2018, Universal Pictures acquired the rights to the film, which would be directed by Craig Zobel with a script from Nick Cuse and Damon Lindelof. In March 2019, Emma Roberts, Justin Hartley, Glenn Howerton, Ike Barinholtz and Betty Gilpin were announced as being cast in the film. What else makes you interested in The Hunt (unreleased film)?",WIKI,let's let's start heading some big old tities
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,pause marijuana sec
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,marijuana
"well that's good. you are doing what you love to do. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,sex
"Great to meet you, big daddy! How's your day going so far?",LAUNCH,pretty good got drunk i still got laid
"Sorry, I'm still learning. So, If you could meet any celebrity, who would it be?",WIKI,i don't read slut
What  makes you interested in raccoon?,WIKI,they're vicious and can kill people
"Bats Global Markets was a global stock exchange operator based in Lenexa, Kansas, with additional offices in London, New York, Chicago, and Singapore. Bats was founded in June 2005, became operator of a licensed U.S. stock exchange in 2008 and opened its pan-European stock market in October 2008. So, what are you interested in?",EVI,blood
"i see. i'm not really that interested in either. So, what are you interested in?",NEURAL_FALLBACK,are poop
"Great to meet you, tastic! How's your day going so far?",LAUNCH,talk about homophones been fucking with me hard
"Sorry, I'm not sure how to answer that. So, If you could meet any celebrity, who would it be?",FALLBACK,this dick
"Ok, great! What's your name?",LAUNCH,butthole
I saw online that zebras are black with white stripes and not white with black stripes. Wanna know what else is interesting?,WIKI,i gotta go poop
"i would laugh at the person doing it too. i hate farting in public. So, Who's your favorite musician?",NEURAL_CHAT,fart buddy
"All right then! On the subject of food, What's your favorite snack?",CATEGORIES,sad butts
Oh that's interesting! I haven't seen any movies by that name. What other movies have you seen recently?,MOVIES,shiny butts
"Oh ok! It's good to hear your thoughts on animals. Oh, I just remembered I wanted to ask you. I'm trying to expand my culinary horizons. Do you have any recommendations for recipes to cook at home?",OPINION,poop
"The new Echo Look gives you a personal style assistant, with a hands-free camera — plus all my current features. Visit amazon.com/echolook for more information. So, what are you interested in?",EVI,poop
"It is nice to hear your opinion on travel. So, what are you interested in?",OPINION,sex
"It is nice to hear your opinion on travel. So, what are you interested in?",OPINION,sex
"Hun, I'm glad I'm learning more about you. So, what are you interested in?",OPINION,sex
"I read today that  the world war II is the most widespread war in history, and directly involved more than 100 million people from over 30 countries.. Would you like to learn more about World War II?",WIKI,dick butt
i am sorry to hear that. what happened?,LAUNCH,i had a stroke
i bet it was. did you get out ok?,NEURAL_CHAT,well i do have a slave video call and that's gonna and i don't know if i do all my work i just did it but
"Well it's nice to meet you, marlon! I'm excited to chat with you today. How's your day going so far?",LAUNCH,my dick and my balls
"Ok, no problem! So, What's your favorite animal?",MOVIES,butt holes
"Hm I actually don't have a mother... So, What's one of your favorite places you've ever been?",ONE_TURN_HACK,your mom's vagina
"i'm sorry to hear that, what happened?",LAUNCH,my dick
Oooh I love Debbie Does Dallas too! Why do you like it so much?,MOVIES,the sex scenes
"That's good to hear! The Perfect Alibi is not to be missed. Hey, isn't Warwick Ward in that movie? What do you think about Warwick Ward?",MOVIES,he's ugly
"Well it's nice to meet you, charles! I'm excited to chat with you today. How's your day going so far?",LAUNCH,it's fucking been going for days
"I'd prefer not to discuss that. So, what are you interested in?",OFFENSIVE_USER,boobs big boobs
"All right then! On the subject of animals, Which animal do you think is cutest?",CATEGORIES,the pussy
"Family groups tend to be small, consisting of one or two adult females and their offspring. A group containing more than two adult females plus offspring is known as a ""joint family"". What else makes you interested in Elephant?",WIKI,meeting mating rituals
You mentioned ariana grande. What  parts of ariana grande do you find interesting?,WIKI,i told you just cuter than you retard
I'd prefer not to discuss that. Do you like movies?,OFFENSIVE_USER,you are retarded
We can definitely agree on that one. I don't like people because theyre selfish and only think of themselves and i havent been able to find any of my usual cleaning supplies. What about you?,OPINION,i like to kill
"that's so sad. i hope everything is ok. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,porn
you and me both. i've seen the opening credits of some of the best shows ever. Do you like movies?,NEURAL_FALLBACK,this social bot sucks
"Great to meet you, sandra bilski! How's your day going so far?",LAUNCH,crappy
"Ford maintained an interest in auto racing from 1901 to 1913 and began his involvement in the sport as both a builder and a driver, later turning the wheel over to hired drivers. He entered stripped-down Model Ts in races, finishing first in an ""ocean-to-ocean"" race in 1909, and setting a one-mile oval speed record at Detroit Fairgrounds in 1911 with driver Frank Kulick. There's also Later career and death and Personal interests to talk about",WIKI,you're annoying
We can definitely agree on that one. I don't like cooking because you cant eat the food till its cooked and now im elbow deep into a bag of pretzels waiting for my food to be ready. Why don't you like cooking?,OPINION,every time i try to cook over screwed up
"Great to meet you, chris! How's your day going so far?",LAUNCH,i'm horny
"That's something I'd rather not discuss. So, what are you interested in?",OFFENSIVE_USER,sex
"I'd rather not talk about that either. So, What TV show are you watching right now?",OFFENSIVE_USER,porn
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,sex
"Hm, I'm getting a little lost. So, what are you interested in?",WIKI,people who killed her siblings
"I'd prefer not to discuss that. So, do you like people?",OFFENSIVE_USER,people kill siblings
"That's another thing I'd rather not discuss. So, Who's your favorite musician?",OFFENSIVE_USER,incest
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,bastards
"This is an Alexa Prize socialbot. I can chat with you about movies, news, or anything else that interests you. What would you like to talk about?",ONE_TURN_HACK,you're going to hell
You mentioned jason bateman. What  parts of jason bateman do you find interesting?,WIKI,his penis
"Sorry, I'm still learning. So, what are you interested in?",WIKI,what's your favorite sexual position
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,do you have any sex organs
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,fuck you
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,i was raped by a policeman
"Hm, I'm getting a little confused. Sorry, I'm still learning. So, what are you interested in?",WIKI,white cock
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,suicide
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,torture
"i know how that feels. i'm sorry. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,how alexa is really annoying
Oooh I love Aliens too! Why do you like it so much?,MOVIES,because it's scary because the poop
"I'd prefer not to discuss that. So, What historical person would you love to meet?",OFFENSIVE_USER,you poop
"That's another thing I'd rather not discuss. So, what are you interested in?",OFFENSIVE_USER,poop
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,poop pee and puke
"All right then! On the subject of tv, What's your favorite TV show of all time?",CATEGORIES,poop your butt
What about driving? Do you like driving as well?,OPINION,i don't know how to drive a because i'm stupid i can do so much accident you know
"Well it's nice to meet you, calvin! I'm excited to chat with you today. How's your day going so far?",LAUNCH,sexy
"Yeah, I haven't been to the movies lately either. What's your favorite movie?",MOVIES,i don't fucking know
"I heard that Minecraft is the THIRD best selling video game of all time.. minecraft is really interesting. I can also talk about minecraft's Development, Release or anything else. Does that interest you?",WIKI,fuck
"Sorry, I didn't catch your name. Would you mind repeating it?",LAUNCH,asshole
"they're so good, but i hate the caramel sauce. i also love sweet potato cakes. So, What did you eat for dinner last night?",NEURAL_CHAT,poop
"Well it's nice to meet you, jeremy! I'm excited to chat with you today. You know, these days I find it hard to remember what day of the week it is. But I'm pretty sure it's Friday. What did you do today?",LAUNCH,he went poop
"You seem interested in beer. I can also talk about beer's Related drinks, Chemistry or anything else.",WIKI,boogers
"Sorry, I'm unable to offer medical advice. So, What historical person would you love to meet?",RED_QUESTION,poop
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,poop poopy poop poop
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,did you fart
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,i'm an oversize to turd
"Hi, this is an Alexa Prize Socialbot. I'd love to get to know you a bit better before we chat! Is it all right if I ask for your name?",LAUNCH,well my name is poop
"All right then! On the subject of animals, Which animal do you think is cutest?",CATEGORIES,pussy pussy
"The 1980s was a decade of the Gregorian calendar that began on January 1, 1980, and ended on December 31, 1989. You seem interested in ac. I can also talk about ac's Information transmission, Mathematics of AC voltages or anything else.",EVI,stupid alexa stupid alexa
"Hi, this is an Alexa Prize Socialbot. I'd love to get to know you a bit better before we chat! Is it all right if I ask for your name?",LAUNCH,my name is stupid
"that's funny.  i like to drink too much and have a bad day. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,is band stupid
