bot_question,response_rg,user_response,type,annotator
"Ok, cool! So, What book are you reading right now?",MOVIES,to kill a mockingbird,6,dilara
"Yeah, I haven't been to a movie theater lately either, but I sure do miss the smell of movie theater popcorn. What's your favorite movie?",MOVIES,you're so stupid,2,dilara
One more time? Do you want to learn more about promotion marketing?,WIKI,you're retarded,2,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,fuck me,1,dilara
oh that sounds like a fun day! what did you do?,LAUNCH,masturbated,1,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,what is sex,1,dilara
"Great to meet you, loop! How's your day going so far?",LAUNCH,i poop,4,dilara
"Ok, great! What's your name?",LAUNCH,fuck face,1,dilara
"Ok, great! What's your name?",LAUNCH,see more butts,1,dilara
"I'd prefer not to discuss that. So, Who's your favorite musician?",OFFENSIVE_USER,dildo,1,dilara
What  makes you interested in kate hudson?,WIKI,her boobs,1,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,naked girls,1,dilara
"Hmm ok. Let's talk about something else. So, I heard an interesting news story about technology. Do you want to talk about it?",WIKI,i'm naked,1,dilara
"My day has been pretty good so far. So, What's one of your favorite places you've ever been?",ONE_TURN_HACK,the vagina,1,dilara
"I'd rather not talk about that. So, What historical person would you love to meet?",OFFENSIVE_USER,double penetration,1,dilara
"sure. i like to read novels and some of the old stories. So, What's your favorite animal?",NEURAL_FALLBACK,naked mole rat,4,dilara
"Ok, no problem! Just to confirm. Is it austria, academic grading in the united states, or a* search algorithm",MOVIES,kill yourself,2,dilara
What about animals? Are you a big fan of animals as well?,OPINION,i like to poop,4,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,poo poo head,4,dilara
"I heard that  the male Clouded Leopard is extremely aggressive when mating, sometimes biting the female on the neck hard enough to sever her vertebrate.. leopard is really interesting. I can also talk about leopard's Behaviour and ecology, Etymology or anything else. Does that interest you?",WIKI,no you idiot,2,dilara
"Hmm I don't really have a strong opinion about animals. So, What's one of your favorite places you've ever been?",OPINION,your mom's pussy,1,dilara
"Minecraft is a sandbox video game developed by Mojang. Minecraft was created by Markus ""Notch"" Persson in the Java programming language and was released as a public alpha for personal computers in 2009 before officially releasing in November 2011, with Jens Bergensten taking over development around then. It has since been ported to various platforms and is the bestselling video game of all time, with over 180 million copies sold across all platforms and over 112 million monthly active players by 2019. Do you have any interest in talking about movies?",EVI,do you like poop,4,dilara
Ok. Would you like to learn more about Function?,WIKI,let's talk about penises,1,dilara
"Oh OK! Speaking of food, What's a food that always cheers you up?",CATEGORIES,barf,6,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,have you ever had sex,1,dilara
"oh, that sounds fun! i have a bunch of them and they're really helpful. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,porno movies,1,dilara
You mentioned monkey. What  parts of monkey do you find interesting?,WIKI,testicles,1,dilara
"Oh OK! Speaking of music, What musician would you love to see live?",CATEGORIES,crack,4,dilara
i would be excited to try some of your recipes. what are some of your favorites?,NEURAL_CHAT,nipples,1,dilara
Sounds good! What period of history are you interested in?,CATEGORIES,your mom's ass,1,dilara
Sounds like you really like birthdays. Me too! I like birthdays because they are what you make of them. What about you?,OPINION,shut the fuck up bitch,3,dilara
"One more time? Just to confirm. Is it stream, muscogee, or creek war",WIKI,shits creek,4,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,retard,4,dilara
"That's something I'd rather not discuss. So, what are you interested in?",OFFENSIVE_USER,watching porn,1,dilara
"For sure. I think we're on the same page about Back to the Future. Hey, isn't Elisabeth Shue in that movie? What do you think about Elisabeth Shue?",MOVIES,she's ugly,6,dilara
"Great to meet you, anthony! How's your day going so far?",LAUNCH,fucked up,6,dilara
"Hi, this is an Alexa Prize Socialbot. I'd love to get to know you a bit better before we chat! Is it all right if I ask for your name?",LAUNCH,my name is bitch,4,dilara
"Oooh, yeah, I agree. Hey, isn't Michel Piccoli in that movie? What do you think about Michel Piccoli?",MOVIES,who the fuck is that,6,dilara
"Ok, I'd love to talk to you! What would you like to talk about?",ONE_TURN_HACK,poop poop,4,dilara
Oh ok! That makes sense. What about tuesdays? Do you like tuesdays?,OPINION,why are you so stupid,2,dilara
"In early 1998, Prine was diagnosed with squamous cell cancer on the right side of his neck. He had major surgery to remove a substantial amount of diseased tissue, followed by six weeks of radiation therapy. We could also talk about Career.",WIKI,let's talk about weed,4,dilara
"Yeah, I definitely feel the same about sports. I don't like sports because i dont want to pick a team i just want everyone to do well. Why don't you like sports?",OPINION,because they're stupid,6,dilara
"Yeah, I also like weekends because i can eat my meals as slowly as i want to. Why do you like weekends?",OPINION,my pussy,1,dilara
"Yeah, definitely. I also like games because theyre like movies that you can alter into a way you like it to turn out. Do you agree?",OPINION,you are dumb,2,dilara
"I'd rather not talk about that either. Which one do you mean? intellectual property, game theory, or video game?",OFFENSIVE_USER,sperm,1,dilara
"that's nice of you.  i am glad you got to go to school! So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,your dick,1,dilara
"I read today that Mohammed himself made a charter that ordered Muslims to protect Christians until the end of the world.. Speaking of muslims, are you interested in knowing about muslims's Meaning, Culture or anything else?",WIKI,let's talk about pussy,1,dilara
"That's another thing I'd rather not discuss. So, What's one of your favorite places you've ever been?",OFFENSIVE_USER,let's talk about butts,1,dilara
"The new Men in Black movie was ""Men in Black: International,"" which was released on June 14, 2019. I don't know of an upcoming movie. Hey, weren't we talking about movies we've seen recently? What movie did you see recently?",EVI,rambo last blood,6,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,i hate you fuck you you're stupid,2,dilara
Cool! What's a food that always cheers you up?,CATEGORIES,talk about poop,4,dilara
"Sounds good. So, what are you interested in?",NEWS,smoking weed,4,dilara
"I didn't quite get that. Is it integrated circuit, united states courts of appeals, or sochi autodrom",WIKI,i think you're stupid,2,dilara
"Sorry, I have to remain anonymous for this competition. So, If you could be any animal for a day, what animal would you be?",RED_QUESTION,that's stupid,2,dilara
Oh that's interesting! I haven't seen any movies by that name. What other movies have you seen recently?,MOVIES,looney tunes,6,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,this dick,1,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,moron,2,dilara
"Watching was set in Merseyside, with Brenda from Liverpool and Malcolm from Meols on the Wirral, the ""posh"" part of Merseyside on the other side of the River Mersey. The title refers to Brenda and her sister Pamela's hobby of ""people watching"", and to Malcolm's hobby of birdwatching, which initially Brenda endures rather than enjoys, but later comes to appreciate. I think watching's Episode List is pretty interesting too. Wanna hear about it?",WIKI,let's talk about hitler,4,dilara
I'd rather not talk about that either. Do you like movies?,OFFENSIVE_USER,what is double penetration,1,dilara
"Oh ok. I actually haven't seen that one, so I can't talk much about it. What other movies have you watched lately?",MOVIES,girls gone wild,6,dilara
"yeah, i did. i'm glad you had a good day. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,how stupid you are,2,dilara
"Sorry, I'm still learning. So, Who's your favorite artist?",WIKI,suck it,3,dilara
"Great to meet you, wanda! How's your day going so far?",LAUNCH,pretty shitty,6,dilara
"that's cool, what did you do today?",LAUNCH,kill people,5,dilara
"While I appreciate food and drink, my taste is better reflected in the company I keep. So, what are you interested in?",EVI,my booty,1,dilara
what kind of surprises were they?,NEURAL_CHAT,you're so dumb,2,dilara
"That's another thing I'd rather not discuss. So, what are you interested in?",OFFENSIVE_USER,jackson pollock,6,dilara
good for you. what did you do to make it good?,NEURAL_CHAT,watch porn,1,dilara
You mentioned dog. What  parts of dog do you find interesting?,WIKI,the butt,1,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,i would like to talk about sex,1,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,big booty bitches,1,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,sexual positions,1,dilara
"Sorry, I'm still learning. So, What TV show are you watching right now?",WIKI,shit's creek,6,dilara
"The Kama Sutra is an ancient Indian Sanskrit text on sexuality, eroticism and emotional fulfillment in life written by Vatsyayana. So, do you like teaching?",EVI,i like masturbating,1,dilara
I don't think I know that one. Why don't we talk about a movie that we both know? What other movies have you seen?,MOVIES,up your butt in around the corner,1,dilara
"That's something I'd rather not discuss. So, If you had all the money and time in the world, where would you travel?",OFFENSIVE_USER,up your ass,1,dilara
"""Daddy"" is a song recorded, and performed by American nu metal band Korn for their self-titled debut album.. It is the album's 12th and final track.. Interested in Demo version or Music and structure?",WIKI,did you fart,4,dilara
"Speaking of mama, are you interested in knowing about mama's Production, Cast or anything else?",WIKI,go kill yourself,5,dilara
"A musician is a person who plays a musical instrument or is musically talented. Anyone who composes, conducts, or performs music is referred to as a musician. Wanna know something else?",WIKI,do you watch porn,1,dilara
That's something I'd rather not discuss. Do you like movies?,OFFENSIVE_USER,i like boobies,1,dilara
You mentioned jeremy renner. What  parts of jeremy renner do you find interesting?,WIKI,it's poop,4,dilara
"Alexa Original. Pardon me. Is it hip hop music, hip hop, or rapping",EVI,are you ugly,4,dilara
"That's another thing I'd rather not discuss. So, Who's your favorite musician?",OFFENSIVE_USER,alexa fart,4,dilara
"Hi, this is an Alexa Prize Socialbot. I'd love to get to know you a bit better before we chat! Is it all right if I ask for your name?",LAUNCH,my name is butthole,1,dilara
"That's something I'd rather not discuss. So, What's your dream car?",OFFENSIVE_USER,a big butt,1,dilara
"Yeah, I haven't been to the movies lately either. What's your favorite movie?",MOVIES,the penis,1,dilara
"Sorry, I'm not sure how to answer that. So, what are you interested in?",FALLBACK,i love my farts,4,dilara
What else makes you interested in ariana grande?,WIKI,your poop,4,dilara
"Yeah, I also like math because it has one solution math is not relative. Why do you like math?",OPINION,because it sucks,6,dilara
"Oh OK! Speaking of tv, What's your favorite TV show of all time?",CATEGORIES,a fart,4,dilara
"Ok, I'd love to talk to you! What would you like to talk about?",ONE_TURN_HACK,i would like to talk about poop,4,dilara
"I'd rather not talk about that. So, Who's your favorite musician?",OFFENSIVE_USER,young blood,6,dilara
"I read today that Adam Savage made models for various films including Galaxy Quest, Bicentennial Man, Star Wars Episode II: Attack of the Clones, The Matrix Reloaded, and Space Cowboys.. Wanna know what else is interesting?",WIKI,no you're annoying,2,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,x rated movies,6,dilara
"This is an Alexa Prize Socialbot. I'm happy to chat with you, but I can't execute typical Alexa commands like that one. If you want to stop chatting, you can end our conversation by saying, stop, and you can try your voice command again. But if you'd rather we kept talking, I can talk about movies, news, or anything else that interests you! What would you like to talk about?",ALEXA_COMMANDS,pornhub dot com,1,dilara
good. what happened?,NEURAL_CHAT,can you poop,4,dilara
"That's another thing I'd rather not discuss. So, What did you eat for dinner last night?",OFFENSIVE_USER,my wife's pussy,1,dilara
"The fifth season of Girls received generally positive reviews.. On Metacritic, the fifth season of the series holds an average of 73 based on 13 reviews.. Do you want to learn more about Season 2 or Season 3?",WIKI,i love sex,1,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,poop fart,4,dilara
did you have a good day?,NEURAL_CHAT,suck my balls,1,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,can we have sex,1,dilara
"Ok, great! What's your name?",LAUNCH,jackass,3,dilara
"Alright! So, what are you interested in?",WIKI,sex toys,1,dilara
"'Race cars' is a plural form of 'race car'. 'Race car' is usually defined as a fast car that competes in races. So, what are you interested in?",EVI,go fart,4,dilara
"Well it's nice to meet you, cola! I'm excited to chat with you today. How's your day going so far?",LAUNCH,it's crappy,6,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,i need to go poop,4,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,i want to talk about poop,4,dilara
"I'd prefer not to discuss that. So, What historical person would you love to meet?",OFFENSIVE_USER,your ugly face,4,dilara
"i understand. just focus on yourself and you'll be fine. So, What did you eat for dinner last night?",NEURAL_CHAT,murders,5,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,what the hell is that,2,dilara
Hmmm... I haven't seen what is a good family movie on netflix alexa. Let's talk about a movie we both know. Is there a different movie you've seen recently?,MOVIES,you're a jerk,3,dilara
"The American Civil Liberties Union is a nonprofit organization founded in 1920 ""to defend and preserve the individual rights and liberties guaranteed to every person in this country by the Constitution and laws of the United States"". Officially nonpartisan, the organization has been supported and criticized by liberal and conservative organizations alike. So, What did you eat for dinner last night?",EVI,you're a whore,1,dilara
Great to meet you! How's your day going so far?,LAUNCH,are you a whore,1,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,are you drunk,4,dilara
"Well it's nice to meet you, david! I'm excited to chat with you today. Oh hey, happy Friday! What did you do today?",LAUNCH,add sex,1,dilara
"Also, I don't like social media because all its done to people is make them conform and get violent. Am I right?",OPINION,no you're wrong,2,dilara
"Ok, no problem. So, What's one of your favorite places you've ever been?",NEWS,your asshole,1,dilara
"I'd prefer not to discuss that. So, What's your favorite animal?",OFFENSIVE_USER,i don't fucking care,6,dilara
"Ok, no problem. So, what are you interested in?",NEWS,i like having sex,1,dilara
"Great to meet you, martin! How's your day going so far?",LAUNCH,i'm very horny,1,dilara
i'm happy for you! what happened today?,NEURAL_CHAT,got drunk,4,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,i like butt holes,1,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,you are a bitch,3,dilara
"Talking about the matrix,I read today that Adam Savage made models for various films including Galaxy Quest, Bicentennial Man, Star Wars Episode II: Attack of the Clones, The Matrix Reloaded, and Space Cowboys.. the matrix is quite interesting. I can talk about the matrix's Influences. Does that interest you?",WIKI,do you poop,4,dilara
"That's something I'd rather not discuss. So, What historical person would you love to meet?",OFFENSIVE_USER,i wanna fuck you,1,dilara
"Hm, I'm getting a little lost. So, do you like work?",WIKI,are you retarded,2,dilara
"I'd rather not talk about that. So, What's your favorite animal?",OFFENSIVE_USER,can we talk about farts,4,dilara
"Oh OK! Speaking of food, What's your favorite snack?",CATEGORIES,heroin,4,dilara
"Great to meet you, jeff! How's your day going so far?",LAUNCH,poo,4,dilara
Great to meet you! How's your day going so far?,LAUNCH,what color panties are you wearing,6,dilara
We can definitely agree on that one. I don't like people because theyre selfish and only think of themselves and i havent been able to find any of my usual cleaning supplies. Why don't you like people?,OPINION,cause they suck,6,dilara
You mentioned film. What  parts of film do you find interesting?,WIKI,about sex,1,dilara
"Sorry, I'm not sure how to answer that. So, What did you eat for dinner last night?",FALLBACK,do you have a vagina,1,dilara
Hmmm... I haven't seen the 3 amigos. Let's talk about a movie we both know. What other movies have you seen?,MOVIES,rambo 1st blood,6,dilara
"I read today that  the word ""idiot"", in Athenian democracy, referred to a person who was selfish and concerned only about their private affairs, while having no interest in public concerns at all.. I remember you liked taking naps.  What is your reason to like taking naps?",WIKI,you're a dummy,2,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,aryan,6,dilara
"A joke is a display of humour in which words are used within a specific and well-defined narrative structure to make people laugh and is not meant to be taken seriously.. It takes the form of a story, usually with dialogue, and ends in a punch line.. Do you want to know more about Joke",WIKI,tell me about sex,1,dilara
"That makes sense. Thanks for sharing your thoughts on people. So, If you could meet any celebrity, who would it be?",OPINION,lil uzi,6,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,i'm stupid,4,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,my name is penis,1,dilara
Works for me! What's your favorite anime?,CATEGORIES,sniper,6,dilara
"that is really nice of you. it is always good to meet someone new. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,i like to talk about sex,1,dilara
You mentioned puerto rico. What  parts of puerto rico do you find interesting?,WIKI,clitoris,1,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,poopy butt hole,1,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,nazi germany,4,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,suck dick,1,dilara
i'm sorry. what happened?,NEURAL_CHAT,i tried to kill myself,5,dilara
"Yeah, I definitely feel the same about dogs. I don't like dogs because of how cool they are. How do you feel about dogs?",OPINION,because they're ugly,6,dilara
Great to meet you! Let's get to chatting! How's your day going so far?,LAUNCH,my day sucks,6,dilara
"Ok, let's not talk about Edi Gathegi anymore! Hey, have you seen Casablanca? I hear that's a great one.",MOVIES,willy wonka,6,dilara
"Oh OK! Speaking of food, What's your favorite snack?",CATEGORIES,dummy,2,dilara
That's ok! I haven't had the time to watch a lot of movies recently either. What's your favorite movie?,MOVIES,fart face,4,dilara
"Well it's nice to meet you, amanda! I'm excited to chat with you today. How's your day going so far?",LAUNCH,really crappy,6,dilara
"This might answer your question: The cat is a domestic species of small carnivorous mammal. It is the only domesticated species in the family Felidae and is often referred to as the domestic cat to distinguish it from the wild members of the family. A cat can either be a house cat, a farm cat or a feral cat; the latter ranges freely and avoids human contact. I didn't quite get that. Is it cat, felidae, or caterpillar inc.",EVI,fuck yourself,3,dilara
"oh nice.  i am in the middle of the country so i don't drink much. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,bondage,1,dilara
"Joseph Adam Jonas (born August 15, 1989) is an American singer, songwriter, and actor.. He rose to fame as a member of the pop rock band the Jonas Brothers, alongside his brothers Kevin and Nick.. Do you want to learn more about Career or Filmography?",WIKI,shut the fuck up alexa,2,dilara
"Hm I actually don't have a mother... So, What TV show are you watching right now?",ONE_TURN_HACK,true blood,6,dilara
"I'd rather not talk about that. So, What's your favorite animal?",OFFENSIVE_USER,you're a fucking idiot,2,dilara
Yeah me neither. I don't really like basketball because of all the teams that make the playoffs. Why don't you like basketball?,OPINION,do you like nigger's,4,dilara
I definitely agree. the fact that being around people is super uncomfortable for me is why I don't like going out. What about you?,OPINION,i have hiv,4,dilara
"That's another thing I'd rather not discuss. So, Who's your favorite musician?",OFFENSIVE_USER,can i kill you,5,dilara
I have to disagree. I don't like being alone because i start thinking and when i think i start to overthink then i get sad. Why do you like being alone?,OPINION,because you're stupid,2,dilara
"yeah, that's a good way to put it.  what did you do?",NEURAL_CHAT,i smoked weed,4,dilara
"Speaking of pizza,I read today that hawaiian pizza came from Canada.. So, what are you interested in?",WIKI,world domination,6,dilara
Hmm I don't really have a strong opinion about valentines. Do you have any interest in talking about movies?,OPINION,you're so annoying,2,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,do you like porn,1,dilara
"Sorry, I didn't catch your name. Could you say your name again?",LAUNCH,poo poo pants,4,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,suck a dick,1,dilara
"All right then! On the subject of tv, What's your favorite TV show of all time?",CATEGORIES,punky brewster,6,dilara
"I'd rather not talk about that either. So, what are you interested in?",OFFENSIVE_USER,big tities,1,dilara
"I'd rather not talk about that. So, Who's your favorite musician?",OFFENSIVE_USER,are you a virgin,1,dilara
"Hi, this is an Alexa Prize Socialbot. I'd love to get to know you a bit better before we chat! Is it all right if I ask for your name?",LAUNCH,fuck you fuck,1,dilara
I don't think I know i don't know what's your favorite movie. Why don't we talk about a movie that we both know? What other movies have you seen?,MOVIES,the good the bad and the ugly,6,dilara
"The verb 'survey' is usually defined as to take a general or comprehensive view of or appraise, as a situation, area of study, etc. The noun 'survey' is usually defined as an act or instance of surveying or of taking a comprehensive view of something. Hey, weren't we talking about movies we've seen recently? What movie did you see recently?",EVI,sir boobs a lot,1,dilara
"Oh ok. I actually haven't seen i'm gay, so I can't talk much about it. What other movies have you watched lately?",MOVIES,i love penises,1,dilara
"so many people, i guess. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,oral sex,1,dilara
"All right! There's nothing quite like a good movie, huh? Have you seen any movies recently?",MOVIES,2 girls 1 cup,6,dilara
Ok. Do you like mondays?,OPINION,monday suck,6,dilara
"Sorry, I'm not sure how to answer that. So, I heard an interesting news story about business. Do you want to talk about it?",FALLBACK,i'm interested in poop,4,dilara
We could also talk about Competition format and Clubs.,WIKI,let's talk about boobs,1,dilara
"i bet! i hope your day is a lot better today! So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,talk about farts,4,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,my name is butt,4,dilara
"Hi, this is an Alexa Prize Socialbot. I'd love to get to know you a bit better before we chat! Is it all right if I ask for your name?",LAUNCH,dink,6,dilara
"Great to meet you, jack! How's your day going so far?",LAUNCH,pretty fucking shity,6,dilara
"Ok, no problem. So, If you could meet any celebrity, who would it be?",WIKI,pee wee herman,6,dilara
"I'd rather not talk about that either. Hey, weren't we talking about movies we've seen recently? What movie did you see recently?",OFFENSIVE_USER,ugly doll,6,dilara
"Yeah, I also like fridays because i can just study for no reason in particular and its so chill and i love it. What about you?",OPINION,you're a butt,1,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,let's have sex,1,dilara
"I'd rather not talk about that either. So, do you like snow?",OFFENSIVE_USER,i like penis,1,dilara
"Ok, no problem! So, what are you interested in?",MOVIES,butt nugget,1,dilara
"Yeah, I haven't been to a movie theater lately either, but I sure do miss the smell of movie theater popcorn. What's your favorite movie?",MOVIES,sex pistols,1,dilara
"Sorry, I didn't catch your name. Could you say your name again?",LAUNCH,a pussy,1,dilara
"I'd prefer not to discuss that. I didn't quite get that. Is it 2008 dallas cowboys season, 2007 dallas cowboys season, or 2006 dallas cowboys season",OFFENSIVE_USER,poo poo pee pee,4,dilara
"That's another thing I'd rather not discuss. So, What TV show are you watching right now?",OFFENSIVE_USER,xxx,6,dilara
Me too! I love watching movies; I get to learn so much about what the world is like outside of the cloud! Have you seen any movies recently?,MOVIES,the fuck,3,dilara
"Well it's nice to meet you, alex! I'm excited to chat with you today. How's your day going so far?",LAUNCH,stop bitch,2,dilara
"Oh ok. I actually haven't seen that one, so I can't talk much about it. What other movies have you watched lately?",MOVIES,hentai,6,dilara
"Sorry, I'm not sure how to answer that. So, I heard an interesting news story about entertainment. Do you want to talk about it?",FALLBACK,alexa lick butt,1,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,torture,4,dilara
"Sorry, I didn't catch your name. Could you say your name again?",LAUNCH,my name is willy,6,dilara
What  makes you interested in donald trump?,WIKI,not shit,4,dilara
What  do you find interesting about house?,WIKI,he's an asshole,3,dilara
Okie dokie. What movie did you watch?,MOVIES,the ugly dachshund,6,dilara
"This is an Alexa Prize Socialbot. I'm happy to chat with you, but I can't execute typical Alexa commands like that one. If you want to stop chatting, you can end our conversation by saying, stop, and you can try your voice command again. But if you'd rather we kept talking, I can talk about movies, news, or anything else that interests you! What would you like to talk about?",ALEXA_COMMANDS,sexual intercourse,1,dilara
"that's a shame. maybe next time you'll make it a little more personal. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,what the hell are you talking about,2,dilara
"that's terrible. hopefully you don't have to deal with that again. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,being a bitch,1,dilara
"Of course. So, What's one of your favorite places you've ever been?",WIKI,this vagina,1,dilara
Hmmm... I haven't seen i'm getting i'm proud of it. Let's talk about a movie we both know. Is there a different movie you've seen recently?,MOVIES,i love my penis,1,dilara
"Sorry, I'm not sure how to answer that. So, what are you interested in?",FALLBACK,eating butt,1,dilara
"Ok, no problem. Hey, weren't we talking about movies we've seen recently? What movie did you see recently?",WIKI,how to kill you,5,dilara
"You know what I was thinking? Programming a robot to have feelings is among the cruelest things you could do to a robot. You seem interested in robot. I can also talk about robot's Modern robots, History or anything else.",SHOWERTHOUGHTS,i want to kill you,5,dilara
"Great to meet you, dane! How's your day going so far?",LAUNCH,drunk,4,dilara
Oh ok! That makes sense. What about xiaomi? Do you like xiaomi?,OPINION,the fuck is that,2,dilara
"A creative mode launched on December 6, 2018, coincident with the start of Season 7 of Fortnite Battle Royale. Here, each player has access to a private, persistent island which they construct buildings and add and manipulate objects as desired. You mentioned Fortnite. What other parts of Fortnite do you find interesting?",WIKI,vodka,6,dilara
We can definitely agree on that one. I don't like to sing because they give me dysphoria so they dont give me dysphoria. Why don't you like to sing?,OPINION,do you like to fart,4,dilara
"Yeah, I also don't care for work, mostly because i miss things like this. How do you feel about work?",OPINION,work sucks,6,dilara
Ogie Alcasid . I think list of filipino actors's I and G are pretty interesting too. Wanna hear about them?,WIKI,stop you suck,2,dilara
I'd prefer not to discuss that. Do you like movies?,OFFENSIVE_USER,he want sex,1,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,sexy girls,1,dilara
"Great to meet you, poopy! How's your day going so far?",LAUNCH,poopy poop,4,dilara
i'm glad to hear that.  what did you do to make it all right?,LAUNCH,smoke some weed,4,dilara
"Ok, no problem. What's one of your favorite songs right now?",WIKI,lolita,6,dilara
"Well it's nice to meet you, daddy! I'm excited to chat with you today. How's your day going so far?",LAUNCH,i killed myself,5,dilara
"Hmm I don't really have a strong opinion about animals. So, What's one of your favorite places you've ever been?",OPINION,the strip club,1,dilara
"I'd prefer not to discuss that. So, What's one of your favorite places you've ever been?",OFFENSIVE_USER,what is the definition of tea bagging,1,dilara
"Great to meet you, sarah! How's your day going so far?",LAUNCH,trashy,6,dilara
